date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2020-12-08,Ventura,County,852747.0,586.0,26681.0,7.0,309.0,5579.0,557839.0,635.0,31528.0,311.0,23665.0,4.0,195.0,8627.0,512389.0
2020-12-08,Yolo,County,223612.0,163.0,6427.0,2.0,131.0,1131.0,114754.0,144.0,6664.0,23.0,5560.0,0.0,90.0,737.0,96440.0
2020-12-08,Yuba,County,79290.0,69.0,2761.0,0.0,15.0,496.0,34252.0,83.0,3056.0,49.0,2477.0,0.0,10.0,299.0,29116.0
2020-12-07,Alameda,County,1685886.0,941.0,37632.0,6.0,618.0,15695.0,1110562.0,1092.0,43161.0,410.0,33887.0,1.0,466.0,8202.0,866487.0
2020-12-07,Alpine,County,1117.0,4.0,62.0,0.0,0.0,10.0,1235.0,0.0,24.0,0.0,53.0,0.0,0.0,3.0,537.0
2020-12-07,Amador,County,38531.0,62.0,1285.0,0.0,24.0,876.0,42422.0,108.0,1483.0,41.0,993.0,0.0,17.0,360.0,17322.0
2020-12-07,Butte,County,217769.0,155.0,5145.0,2.0,113.0,1429.0,112498.0,152.0,4921.0,77.0,4604.0,0.0,67.0,744.0,92317.0
2020-12-07,Calaveras,County,44289.0,19.0,692.0,0.0,30.0,219.0,20605.0,20.0,750.0,0.0,606.0,0.0,21.0,134.0,14426.0
2020-12-07,California,State,40129160.0,40595.0,1563766.0,576.0,27894.0,393387.0,27341498.0,46009.0,1790840.0,23272.0,1389707.0,59.0,20087.0,296424.0,25009411.0
2020-12-07,Colusa,County,22593.0,16.0,978.0,0.0,8.0,92.0,8951.0,21.0,897.0,1.0,825.0,0.0,6.0,82.0,7296.0
2020-12-07,Contra Costa,County,1160099.0,611.0,29729.0,10.0,368.0,8492.0,692575.0,676.0,31977.0,741.0,27307.0,0.0,270.0,5422.0,582735.0
2020-12-07,Del Norte,County,27558.0,38.0,526.0,0.0,3.0,849.0,29448.0,46.0,567.0,10.0,424.0,0.0,2.0,119.0,16803.0
2020-12-07,El Dorado,County,193098.0,137.0,4022.0,4.0,31.0,1097.0,84409.0,124.0,3597.0,189.0,3275.0,0.0,8.0,779.0,72061.0
2020-12-07,Fresno,County,1032227.0,958.0,49749.0,7.0,813.0,7233.0,556254.0,1164.0,56204.0,229.0,41098.0,0.0,526.0,3184.0,474840.0
2020-12-07,Glenn,County,29348.0,11.0,1186.0,0.0,9.0,188.0,13095.0,15.0,1132.0,18.0,1085.0,0.0,8.0,120.0,10816.0
2020-12-07,Humboldt,County,134098.0,24.0,1253.0,0.0,19.0,789.0,63672.0,30.0,1189.0,19.0,1023.0,0.0,9.0,415.0,56681.0
2020-12-07,Imperial,County,191649.0,317.0,18829.0,8.0,479.0,2438.0,154653.0,359.0,21623.0,312.0,17234.0,0.0,364.0,715.0,120244.0
2020-12-07,Inyo,County,18453.0,13.0,390.0,1.0,19.0,157.0,8511.0,10.0,334.0,0.0,333.0,0.0,15.0,58.0,7366.0
2020-12-07,Kern,County,927251.0,979.0,48726.0,11.0,632.0,8359.0,499571.0,1150.0,54530.0,510.0,44409.0,0.0,486.0,3157.0,371852.0
2020-12-07,Kings,County,156444.0,270.0,13352.0,0.0,126.0,2651.0,173398.0,354.0,14877.0,356.0,12412.0,0.0,90.0,578.0,103219.0
2020-12-07,Lake,County,64871.0,36.0,1281.0,1.0,21.0,463.0,32575.0,44.0,1455.0,15.0,1090.0,0.0,20.0,229.0,27950.0
2020-12-07,Lassen,County,30065.0,110.0,3037.0,0.0,1.0,1030.0,64832.0,88.0,3549.0,-1.0,2167.0,0.0,0.0,275.0,30960.0
2020-12-07,Los Angeles,County,10257557.0,13422.0,499311.0,218.0,10480.0,127819.0,9214300.0,15921.0,618661.0,7822.0,451052.0,27.0,7937.0,143316.0,9989105.0
2020-12-07,Madera,County,160089.0,167.0,7831.0,1.0,151.0,1928.0,110236.0,218.0,8642.0,109.0,6935.0,0.0,59.0,449.0,75670.0
2020-12-07,Marin,County,260800.0,76.0,8375.0,1.0,159.0,2460.0,244056.0,96.0,9053.0,36.0,8049.0,0.0,136.0,1093.0,177784.0
2020-12-07,Mariposa,County,17795.0,1.0,175.0,0.0,3.0,38.0,11394.0,3.0,164.0,2.0,146.0,0.0,2.0,29.0,6096.0
2020-12-07,Mendocino,County,88439.0,42.0,1797.0,1.0,30.0,517.0,53296.0,47.0,1920.0,24.0,1638.0,0.0,23.0,163.0,43296.0
2020-12-07,Merced,County,287420.0,338.0,14354.0,5.0,242.0,3362.0,150827.0,393.0,14584.0,322.0,13250.0,0.0,179.0,1216.0,117440.0
2020-12-07,Modoc,County,9475.0,12.0,164.0,0.0,0.0,18.0,3143.0,3.0,88.0,3.0,128.0,0.0,0.0,15.0,2489.0
2020-12-07,Mono,County,13961.0,32.0,648.0,0.0,3.0,231.0,9309.0,37.0,695.0,4.0,590.0,0.0,3.0,103.0,8200.0
2020-12-07,Monterey,County,448732.0,607.0,19544.0,10.0,188.0,4691.0,286787.0,621.0,21624.0,320.0,17746.0,2.0,132.0,1777.0,211651.0
2020-12-07,Napa,County,139652.0,98.0,4208.0,0.0,31.0,1766.0,126294.0,133.0,4328.0,40.0,3684.0,0.0,21.0,851.0,93038.0
2020-12-07,Nevada,County,98710.0,58.0,2047.0,2.0,54.0,745.0,52673.0,72.0,1800.0,67.0,1777.0,1.0,11.0,377.0,39194.0
2020-12-07,Orange,County,3228519.0,3016.0,102176.0,49.0,2218.0,24192.0,1633999.0,3382.0,119080.0,2056.0,89793.0,1.0,1628.0,16099.0,1346861.0
2020-12-07,Out of state,County,,,,,,,,,,,,,,1542.0,135126.0
2020-12-07,Placer,County,400434.0,265.0,9636.0,3.0,148.0,2918.0,185947.0,310.0,10099.0,74.0,7911.0,0.0,82.0,1722.0,150296.0
2020-12-07,Plumas,County,18997.0,15.0,319.0,0.0,3.0,164.0,8861.0,23.0,287.0,2.0,256.0,0.0,0.0,87.0,7674.0
2020-12-07,Riverside,County,2468145.0,3061.0,118408.0,36.0,2099.0,17291.0,1276398.0,3272.0,131352.0,2275.0,102363.0,9.0,1491.0,11625.0,1021855.0
2020-12-07,Sacramento,County,1567975.0,1251.0,48491.0,17.0,937.0,12583.0,822428.0,1323.0,51944.0,611.0,43419.0,0.0,638.0,7654.0,664651.0
2020-12-07,San Benito,County,64022.0,35.0,2394.0,0.0,25.0,360.0,36438.0,40.0,2601.0,30.0,2165.0,0.0,18.0,191.0,30073.0
2020-12-07,San Bernardino,County,2217398.0,4011.0,127242.0,44.0,2184.0,23302.0,1284352.0,4787.0,148351.0,1234.0,108161.0,9.0,1295.0,13300.0,1064647.0
2020-12-07,San Diego,County,3370418.0,3022.0,104407.0,29.0,1501.0,29250.0,1683727.0,3020.0,93856.0,1998.0,94171.0,0.0,1062.0,18140.0,1534306.0
2020-12-07,San Francisco,County,892280.0,320.0,18409.0,1.0,201.0,10817.0,1006128.0,360.0,24237.0,113.0,17220.0,0.0,161.0,5441.0,776716.0
2020-12-07,San Joaquin,County,782545.0,813.0,32857.0,12.0,700.0,7920.0,424928.0,911.0,38060.0,0.0,28188.0,0.0,530.0,3366.0,314037.0
2020-12-07,San Luis Obispo,County,278862.0,170.0,7645.0,2.0,76.0,2795.0,224232.0,178.0,7900.0,59.0,6782.0,0.0,45.0,832.0,146990.0
2020-12-07,San Mateo,County,778001.0,503.0,17265.0,5.0,210.0,8163.0,587294.0,533.0,22917.0,174.0,16029.0,0.0,175.0,3924.0,411209.0
2020-12-07,Santa Barbara,County,456373.0,230.0,13507.0,6.0,183.0,3500.0,280068.0,263.0,14735.0,110.0,12362.0,0.0,141.0,1365.0,208478.0
2020-12-07,Santa Clara,County,1967585.0,1327.0,47548.0,34.0,886.0,21415.0,1657884.0,1323.0,51858.0,1509.0,40621.0,2.0,484.0,11749.0,1203754.0
2020-12-07,Santa Cruz,County,273999.0,162.0,6014.0,7.0,96.0,2965.0,165546.0,158.0,5919.0,83.0,5152.0,1.0,41.0,1449.0,121424.0
2020-12-07,Shasta,County,177925.0,140.0,6771.0,1.0,69.0,1471.0,97797.0,87.0,5019.0,-1.0,5742.0,1.0,50.0,380.0,66370.0
2020-12-07,Sierra,County,3115.0,0.0,21.0,0.0,0.0,18.0,1433.0,0.0,18.0,1.0,18.0,0.0,0.0,9.0,827.0
2020-12-07,Siskiyou,County,43956.0,19.0,772.0,0.0,4.0,168.0,19431.0,15.0,820.0,0.0,652.0,0.0,2.0,142.0,15926.0
2020-12-07,Solano,County,444255.0,310.0,13040.0,0.0,101.0,5357.0,290571.0,350.0,13179.0,0.0,11354.0,1.0,89.0,1776.0,221759.0
2020-12-07,Sonoma,County,496668.0,285.0,14735.0,3.0,176.0,4374.0,335998.0,339.0,15865.0,138.0,13376.0,0.0,164.0,1736.0,268111.0
2020-12-07,Stanislaus,County,562303.0,554.0,26662.0,7.0,437.0,4845.0,281474.0,603.0,29795.0,443.0,24479.0,0.0,454.0,2726.0,238632.0
2020-12-07,Sutter,County,105747.0,114.0,4766.0,4.0,51.0,762.0,49637.0,156.0,5117.0,97.0,4106.0,3.0,24.0,498.0,38534.0
2020-12-07,Tehama,County,65885.0,53.0,2225.0,0.0,16.0,334.0,31791.0,57.0,2140.0,48.0,2030.0,0.0,9.0,193.0,26643.0
2020-12-07,Trinity,County,13354.0,6.0,221.0,1.0,3.0,31.0,5314.0,5.0,213.0,13.0,194.0,0.0,0.0,61.0,6675.0
2020-12-07,Tulare,County,484423.0,513.0,25282.0,17.0,441.0,3684.0,270584.0,582.0,29419.0,4.0,22760.0,1.0,328.0,1401.0,209283.0
2020-12-07,Tuolumne,County,52351.0,97.0,1568.0,2.0,28.0,1162.0,48018.0,112.0,1844.0,46.0,1256.0,0.0,7.0,185.0,27067.0
2020-12-07,Unknown,County,,0.0,6.0,0.0,0.0,,,,,0.0,8.0,0.0,0.0,3074.0,485330.0
2020-12-07,Ventura,County,852747.0,543.0,26095.0,7.0,302.0,5698.0,552260.0,612.0,30893.0,319.0,23354.0,0.0,191.0,10556.0,503762.0
2020-12-07,Yolo,County,223612.0,162.0,6264.0,1.0,129.0,1731.0,113623.0,153.0,6520.0,72.0,5537.0,0.0,90.0,922.0,95703.0
2020-12-07,Yuba,County,79290.0,44.0,2692.0,0.0,15.0,475.0,33756.0,58.0,2973.0,88.0,2428.0,0.0,10.0,314.0,28817.0
2020-12-06,Alameda,County,1685886.0,345.0,36691.0,10.0,612.0,3685.0,1094867.0,262.0,42069.0,696.0,33477.0,0.0,465.0,8534.0,858285.0
2020-12-06,Alpine,County,1117.0,1.0,58.0,0.0,0.0,22.0,1225.0,1.0,24.0,0.0,53.0,0.0,0.0,3.0,534.0
2020-12-06,Amador,County,38531.0,24.0,1223.0,1.0,24.0,328.0,41546.0,27.0,1375.0,105.0,952.0,0.0,17.0,268.0,16962.0
2020-12-06,Butte,County,217769.0,63.0,4990.0,2.0,111.0,417.0,111069.0,49.0,4769.0,72.0,4527.0,1.0,67.0,860.0,91573.0
2020-12-06,Calaveras,County,44289.0,11.0,673.0,1.0,30.0,153.0,20386.0,14.0,730.0,0.0,606.0,0.0,21.0,127.0,14292.0
2020-12-06,California,State,40129160.0,17448.0,1523171.0,317.0,27318.0,120975.0,26948111.0,16185.0,1744831.0,24735.0,1366435.0,98.0,20028.0,298305.0,24712987.0
2020-12-06,Colusa,County,22593.0,17.0,962.0,0.0,8.0,33.0,8859.0,4.0,876.0,-1.0,824.0,0.0,6.0,86.0,7214.0
2020-12-06,Contra Costa,County,1160099.0,289.0,29118.0,3.0,358.0,3227.0,684083.0,310.0,31301.0,349.0,26566.0,0.0,270.0,5880.0,577313.0
2020-12-06,Del Norte,County,27558.0,6.0,488.0,1.0,3.0,298.0,28599.0,6.0,521.0,6.0,414.0,0.0,2.0,126.0,16684.0
2020-12-06,El Dorado,County,193098.0,65.0,3885.0,0.0,27.0,434.0,83312.0,42.0,3473.0,25.0,3086.0,0.0,8.0,772.0,71282.0
2020-12-06,Fresno,County,1032227.0,294.0,48791.0,4.0,806.0,2350.0,549021.0,290.0,55040.0,301.0,40869.0,1.0,526.0,3882.0,471656.0
2020-12-06,Glenn,County,29348.0,13.0,1175.0,0.0,9.0,20.0,12907.0,3.0,1117.0,11.0,1067.0,0.0,8.0,115.0,10696.0
2020-12-06,Humboldt,County,134098.0,32.0,1229.0,2.0,19.0,368.0,62883.0,31.0,1159.0,25.0,1004.0,0.0,9.0,501.0,56266.0
2020-12-06,Imperial,County,191649.0,157.0,18512.0,4.0,471.0,1341.0,152215.0,154.0,21264.0,378.0,16922.0,2.0,364.0,660.0,119529.0
2020-12-06,Inyo,County,18453.0,5.0,377.0,0.0,18.0,62.0,8354.0,2.0,324.0,1.0,333.0,0.0,15.0,50.0,7308.0
2020-12-06,Kern,County,927251.0,447.0,47747.0,6.0,621.0,3004.0,491212.0,457.0,53380.0,567.0,43899.0,2.0,486.0,3966.0,368695.0
2020-12-06,Kings,County,156444.0,78.0,13082.0,3.0,126.0,1068.0,170747.0,90.0,14523.0,158.0,12056.0,0.0,90.0,720.0,102641.0
2020-12-06,Lake,County,64871.0,24.0,1245.0,0.0,20.0,166.0,32112.0,20.0,1411.0,6.0,1075.0,0.0,20.0,394.0,27721.0
2020-12-06,Lassen,County,30065.0,179.0,2927.0,0.0,1.0,1100.0,63802.0,230.0,3461.0,0.0,2168.0,0.0,0.0,290.0,30685.0
2020-12-06,Los Angeles,County,10257557.0,5656.0,485889.0,106.0,10262.0,31825.0,9086481.0,5129.0,602740.0,10110.0,443230.0,22.0,7910.0,141552.0,9845789.0
2020-12-06,Madera,County,160089.0,87.0,7664.0,1.0,150.0,844.0,108308.0,88.0,8424.0,207.0,6826.0,0.0,59.0,662.0,75221.0
2020-12-06,Marin,County,260800.0,26.0,8299.0,1.0,158.0,859.0,241596.0,13.0,8957.0,52.0,8013.0,0.0,136.0,1068.0,176691.0
2020-12-06,Mariposa,County,17795.0,5.0,174.0,0.0,3.0,23.0,11356.0,1.0,161.0,1.0,144.0,0.0,2.0,27.0,6067.0
2020-12-06,Mendocino,County,88439.0,39.0,1755.0,0.0,29.0,363.0,52779.0,20.0,1873.0,29.0,1614.0,0.0,23.0,175.0,43133.0
2020-12-06,Merced,County,287420.0,102.0,14016.0,1.0,237.0,525.0,147465.0,95.0,14191.0,181.0,12928.0,-1.0,179.0,1259.0,116224.0
2020-12-06,Modoc,County,9475.0,0.0,152.0,0.0,0.0,3.0,3125.0,0.0,85.0,7.0,125.0,0.0,0.0,7.0,2474.0
2020-12-06,Mono,County,13961.0,0.0,616.0,0.0,3.0,15.0,9078.0,0.0,658.0,32.0,586.0,0.0,3.0,70.0,8097.0
2020-12-06,Monterey,County,448732.0,136.0,18937.0,1.0,178.0,1690.0,282096.0,140.0,21003.0,349.0,17426.0,3.0,130.0,2092.0,209874.0
2020-12-06,Napa,County,139652.0,61.0,4110.0,1.0,31.0,587.0,124528.0,58.0,4195.0,79.0,3644.0,0.0,21.0,951.0,92187.0
2020-12-06,Nevada,County,98710.0,14.0,1989.0,1.0,52.0,95.0,51928.0,8.0,1728.0,68.0,1710.0,0.0,10.0,388.0,38817.0
2020-12-06,Orange,County,3228519.0,1367.0,99160.0,26.0,2169.0,6965.0,1609807.0,1220.0,115698.0,2002.0,87737.0,15.0,1627.0,16040.0,1330762.0
2020-12-06,Out of state,County,,,,,,,,,,,,,,1718.0,133584.0
2020-12-06,Placer,County,400434.0,107.0,9371.0,1.0,145.0,994.0,183029.0,122.0,9789.0,26.0,7837.0,4.0,82.0,1728.0,148574.0
2020-12-06,Plumas,County,18997.0,7.0,304.0,0.0,3.0,17.0,8697.0,0.0,264.0,8.0,254.0,0.0,0.0,98.0,7587.0
2020-12-06,Riverside,County,2468145.0,1533.0,115347.0,21.0,2063.0,8087.0,1259107.0,1539.0,128080.0,1476.0,100088.0,5.0,1482.0,11546.0,1010230.0
2020-12-06,Sacramento,County,1567975.0,646.0,47240.0,7.0,920.0,4974.0,809845.0,643.0,50621.0,930.0,42808.0,13.0,638.0,7726.0,656997.0
2020-12-06,San Benito,County,64022.0,41.0,2359.0,0.0,25.0,216.0,36078.0,38.0,2561.0,62.0,2135.0,0.0,18.0,230.0,29882.0
2020-12-06,San Bernardino,County,2217398.0,1230.0,123231.0,38.0,2140.0,5510.0,1261050.0,1109.0,143564.0,1545.0,106927.0,3.0,1286.0,13368.0,1051347.0
2020-12-06,San Diego,County,3370418.0,1345.0,101385.0,19.0,1472.0,11498.0,1654477.0,1271.0,90836.0,1703.0,92173.0,7.0,1062.0,20246.0,1516166.0
2020-12-06,San Francisco,County,892280.0,181.0,18089.0,1.0,200.0,3957.0,995311.0,135.0,23877.0,321.0,17107.0,0.0,161.0,5750.0,771275.0
2020-12-06,San Joaquin,County,782545.0,257.0,32044.0,4.0,688.0,1988.0,417008.0,281.0,37149.0,83.0,28188.0,7.0,530.0,3360.0,310671.0
2020-12-06,San Luis Obispo,County,278862.0,67.0,7475.0,1.0,74.0,851.0,221437.0,39.0,7722.0,100.0,6723.0,1.0,45.0,1057.0,146158.0
2020-12-06,San Mateo,County,778001.0,177.0,16762.0,3.0,205.0,2701.0,579131.0,206.0,22384.0,343.0,15855.0,0.0,175.0,4001.0,407285.0
2020-12-06,Santa Barbara,County,456373.0,99.0,13277.0,3.0,177.0,950.0,276568.0,83.0,14472.0,145.0,12252.0,0.0,141.0,1483.0,207113.0
2020-12-06,Santa Clara,County,1967585.0,709.0,46221.0,16.0,852.0,5940.0,1636469.0,566.0,50535.0,773.0,39112.0,8.0,482.0,13873.0,1192005.0
2020-12-06,Santa Cruz,County,273999.0,68.0,5852.0,0.0,89.0,595.0,162581.0,47.0,5761.0,72.0,5069.0,0.0,40.0,1496.0,119975.0
2020-12-06,Shasta,County,177925.0,61.0,6631.0,2.0,68.0,293.0,96326.0,40.0,4932.0,90.0,5743.0,0.0,49.0,456.0,65990.0
2020-12-06,Sierra,County,3115.0,0.0,21.0,0.0,0.0,1.0,1415.0,0.0,18.0,0.0,17.0,0.0,0.0,8.0,818.0
2020-12-06,Siskiyou,County,43956.0,6.0,753.0,0.0,4.0,16.0,19263.0,1.0,805.0,3.0,652.0,0.0,2.0,142.0,15784.0
2020-12-06,Solano,County,444255.0,159.0,12730.0,0.0,101.0,1836.0,285214.0,131.0,12829.0,3.0,11354.0,1.0,88.0,1833.0,219983.0
2020-12-06,Sonoma,County,496668.0,82.0,14450.0,1.0,173.0,868.0,331624.0,52.0,15526.0,101.0,13238.0,0.0,164.0,1981.0,266375.0
2020-12-06,Stanislaus,County,562303.0,300.0,26108.0,8.0,430.0,1355.0,276629.0,240.0,29192.0,374.0,24036.0,0.0,454.0,2778.0,235906.0
2020-12-06,Sutter,County,105747.0,70.0,4652.0,1.0,47.0,216.0,48875.0,56.0,4961.0,72.0,4009.0,1.0,21.0,540.0,38036.0
2020-12-06,Tehama,County,65885.0,13.0,2172.0,0.0,16.0,48.0,31457.0,5.0,2083.0,56.0,1982.0,0.0,9.0,191.0,26450.0
2020-12-06,Trinity,County,13354.0,1.0,215.0,0.0,2.0,5.0,5283.0,0.0,208.0,4.0,181.0,0.0,0.0,55.0,6614.0
2020-12-06,Tulare,County,484423.0,205.0,24769.0,3.0,424.0,1806.0,266900.0,241.0,28837.0,96.0,22756.0,3.0,327.0,1873.0,207882.0
2020-12-06,Tuolumne,County,52351.0,56.0,1471.0,1.0,26.0,379.0,46856.0,71.0,1732.0,30.0,1210.0,0.0,7.0,164.0,26882.0
2020-12-06,Unknown,County,,0.0,6.0,0.0,0.0,,,,,-1.0,8.0,0.0,0.0,3418.0,482256.0
2020-12-06,Ventura,County,852747.0,368.0,25552.0,11.0,295.0,3333.0,546562.0,399.0,30281.0,325.0,23035.0,0.0,191.0,4423.0,493206.0
2020-12-06,Yolo,County,223612.0,80.0,6102.0,1.0,128.0,478.0,111892.0,63.0,6367.0,114.0,5465.0,0.0,90.0,932.0,94781.0
2020-12-06,Yuba,County,79290.0,37.0,2648.0,0.0,15.0,193.0,33281.0,43.0,2915.0,65.0,2340.0,0.0,10.0,306.0,28503.0
2020-12-05,Alameda,County,1685886.0,535.0,36346.0,6.0,602.0,6669.0,1091182.0,553.0,41807.0,910.0,32781.0,0.0,465.0,7678.0,849751.0
2020-12-05,Alpine,County,1117.0,0.0,57.0,0.0,0.0,5.0,1203.0,0.0,23.0,0.0,53.0,0.0,0.0,2.0,531.0
2020-12-05,Amador,County,38531.0,14.0,1199.0,1.0,23.0,103.0,41218.0,8.0,1348.0,81.0,847.0,1.0,17.0,140.0,16694.0
2020-12-05,Butte,County,217769.0,69.0,4927.0,2.0,109.0,511.0,110652.0,56.0,4720.0,119.0,4455.0,1.0,66.0,893.0,90713.0
2020-12-05,Calaveras,County,44289.0,4.0,662.0,0.0,29.0,97.0,20233.0,5.0,716.0,21.0,606.0,0.0,21.0,95.0,14165.0
2020-12-05,California,State,40129160.0,23785.0,1505723.0,319.0,27001.0,180038.0,26827136.0,26170.0,1728646.0,30075.0,1341700.0,122.0,19930.0,293071.0,24414682.0
2020-12-05,Colusa,County,22593.0,13.0,945.0,0.0,8.0,24.0,8826.0,5.0,872.0,35.0,825.0,0.0,6.0,64.0,7128.0
2020-12-05,Contra Costa,County,1160099.0,336.0,28829.0,11.0,355.0,3911.0,680856.0,345.0,30991.0,512.0,26217.0,6.0,270.0,6224.0,571433.0
2020-12-05,Del Norte,County,27558.0,10.0,482.0,0.0,2.0,56.0,28301.0,9.0,515.0,7.0,408.0,0.0,2.0,74.0,16558.0
2020-12-05,El Dorado,County,193098.0,88.0,3820.0,1.0,27.0,551.0,82878.0,82.0,3431.0,128.0,3061.0,1.0,8.0,699.0,70510.0
2020-12-05,Fresno,County,1032227.0,707.0,48497.0,7.0,802.0,4690.0,546671.0,932.0,54750.0,460.0,40568.0,3.0,525.0,3803.0,467774.0
2020-12-05,Glenn,County,29348.0,8.0,1162.0,0.0,9.0,78.0,12887.0,10.0,1114.0,39.0,1056.0,0.0,8.0,79.0,10581.0
2020-12-05,Humboldt,County,134098.0,18.0,1197.0,2.0,17.0,259.0,62515.0,13.0,1128.0,19.0,979.0,0.0,9.0,547.0,55765.0
2020-12-05,Imperial,County,191649.0,238.0,18355.0,5.0,467.0,679.0,150874.0,244.0,21110.0,60.0,16544.0,0.0,362.0,552.0,118869.0
2020-12-05,Inyo,County,18453.0,8.0,372.0,0.0,18.0,46.0,8292.0,4.0,322.0,8.0,332.0,0.0,15.0,49.0,7258.0
2020-12-05,Kern,County,927251.0,542.0,47300.0,6.0,615.0,2861.0,488208.0,537.0,52923.0,835.0,43332.0,-1.0,484.0,3105.0,364729.0
2020-12-05,Kings,County,156444.0,99.0,13004.0,2.0,123.0,619.0,169679.0,90.0,14433.0,131.0,11898.0,2.0,90.0,640.0,101921.0
2020-12-05,Lake,County,64871.0,28.0,1221.0,0.0,20.0,79.0,31946.0,21.0,1391.0,51.0,1069.0,0.0,20.0,221.0,27327.0
2020-12-05,Lassen,County,30065.0,2.0,2748.0,0.0,1.0,90.0,62702.0,2.0,3231.0,1.0,2168.0,0.0,0.0,199.0,30395.0
2020-12-05,Los Angeles,County,10257557.0,8515.0,480233.0,104.0,10156.0,69084.0,9054656.0,10067.0,597611.0,8956.0,433120.0,43.0,7888.0,132471.0,9704237.0
2020-12-05,Madera,County,160089.0,89.0,7577.0,0.0,149.0,700.0,107464.0,103.0,8336.0,140.0,6619.0,1.0,59.0,598.0,74559.0
2020-12-05,Marin,County,260800.0,50.0,8273.0,0.0,157.0,1202.0,240737.0,61.0,8944.0,65.0,7961.0,0.0,136.0,956.0,175623.0
2020-12-05,Mariposa,County,17795.0,0.0,169.0,0.0,3.0,70.0,11333.0,0.0,160.0,7.0,143.0,0.0,2.0,21.0,6040.0
2020-12-05,Mendocino,County,88439.0,20.0,1716.0,0.0,29.0,63.0,52416.0,1.0,1853.0,22.0,1585.0,0.0,23.0,173.0,42958.0
2020-12-05,Merced,County,287420.0,110.0,13914.0,2.0,236.0,481.0,146940.0,82.0,14096.0,273.0,12747.0,3.0,180.0,902.0,114965.0
2020-12-05,Modoc,County,9475.0,0.0,152.0,0.0,0.0,1.0,3122.0,0.0,85.0,3.0,118.0,0.0,0.0,13.0,2467.0
2020-12-05,Mono,County,13961.0,0.0,616.0,0.0,3.0,3.0,9063.0,0.0,658.0,5.0,554.0,0.0,3.0,96.0,8027.0
2020-12-05,Monterey,County,448732.0,205.0,18801.0,3.0,177.0,1215.0,280406.0,215.0,20863.0,340.0,17077.0,0.0,127.0,1935.0,207782.0
2020-12-05,Napa,County,139652.0,41.0,4049.0,1.0,30.0,595.0,123941.0,38.0,4137.0,133.0,3565.0,2.0,21.0,829.0,91236.0
2020-12-05,Nevada,County,98710.0,25.0,1975.0,0.0,51.0,112.0,51833.0,14.0,1720.0,82.0,1642.0,0.0,10.0,285.0,38429.0
2020-12-05,Orange,County,3228519.0,1842.0,97793.0,29.0,2143.0,11375.0,1602842.0,2034.0,114478.0,1997.0,85735.0,15.0,1612.0,15447.0,1314722.0
2020-12-05,Out of state,County,,,,,,,,,,,,,,1870.0,131866.0
2020-12-05,Placer,County,400434.0,130.0,9264.0,2.0,144.0,984.0,182035.0,159.0,9667.0,350.0,7811.0,2.0,78.0,1483.0,146846.0
2020-12-05,Plumas,County,18997.0,7.0,297.0,0.0,3.0,12.0,8680.0,2.0,264.0,14.0,246.0,0.0,0.0,108.0,7489.0
2020-12-05,Riverside,County,2468145.0,2138.0,113814.0,26.0,2042.0,10524.0,1251020.0,2335.0,126541.0,3357.0,98612.0,2.0,1477.0,10855.0,998684.0
2020-12-05,Sacramento,County,1567975.0,750.0,46594.0,8.0,913.0,5316.0,804871.0,770.0,49978.0,817.0,41878.0,7.0,625.0,7064.0,649271.0
2020-12-05,San Benito,County,64022.0,28.0,2318.0,0.0,25.0,123.0,35862.0,22.0,2523.0,67.0,2073.0,1.0,18.0,206.0,29652.0
2020-12-05,San Bernardino,County,2217398.0,2056.0,122001.0,42.0,2102.0,9479.0,1255540.0,2190.0,142455.0,2964.0,105382.0,-7.0,1283.0,13333.0,1037979.0
2020-12-05,San Diego,County,3370418.0,1483.0,100040.0,17.0,1453.0,14817.0,1642979.0,1654.0,89565.0,2287.0,90470.0,8.0,1055.0,21362.0,1495920.0
2020-12-05,San Francisco,County,892280.0,188.0,17908.0,1.0,199.0,4929.0,991354.0,169.0,23742.0,287.0,16786.0,0.0,161.0,6126.0,765525.0
2020-12-05,San Joaquin,County,782545.0,423.0,31787.0,9.0,684.0,2110.0,415020.0,427.0,36868.0,299.0,28105.0,1.0,523.0,2667.0,307311.0
2020-12-05,San Luis Obispo,County,278862.0,82.0,7408.0,1.0,73.0,656.0,220586.0,59.0,7683.0,150.0,6623.0,2.0,44.0,923.0,145101.0
2020-12-05,San Mateo,County,778001.0,251.0,16585.0,3.0,202.0,3943.0,576430.0,279.0,22178.0,400.0,15512.0,2.0,175.0,3895.0,403284.0
2020-12-05,Santa Barbara,County,456373.0,106.0,13178.0,3.0,174.0,998.0,275618.0,99.0,14389.0,160.0,12107.0,0.0,141.0,1469.0,205630.0
2020-12-05,Santa Clara,County,1967585.0,899.0,45512.0,12.0,836.0,8969.0,1630529.0,891.0,49969.0,874.0,38339.0,6.0,474.0,12949.0,1178132.0
2020-12-05,Santa Cruz,County,273999.0,80.0,5784.0,1.0,89.0,901.0,161986.0,83.0,5714.0,12.0,4997.0,8.0,40.0,1368.0,118479.0
